id,category,level,cefr,answer,sentence_en,sentence_ko,meaning,tts_text,display_sentence,frequency,chunk_type,difficulty_axis,use_case
1228,phone_email,3,B2-C1,cut to the chase,Let me ___ and explain the issue.,요점만 말씀드리고 문제를 설명할게요.,바로 본론으로 가다,Let me cut to the chase and explain the issue.,Let me cut to the chase and explain the issue.,high,idiom,meaning,"{""phone"",""communication""}"
1229,phone_email,3,B2-C1,play it by ear,Let's ___ and decide on the call.,상황에 따라 통화로 결정해요.,상황에 따라 결정하다,Let's play it by ear and decide on the call.,Let's play it by ear and decide on the call.,mid,idiom,meaning,"{""phone"",""casual""}"
1230,phone_email,3,B2-C1,go over the email,Let's ___ together before you send it.,보내기 전에 같이 이메일 한 번 살펴봐요.,이메일을 검토하다,Let's go over the email together before you send it.,Let's go over the email together before you send it.,high,collocation,usage,"{""email"",""work""}"
1231,phone_email,3,B2-C1,off the record,"This is strictly ___, but the deal fell through.","이건 비공개인데, 거래가 무산됐어요.",비공개로,"This is strictly off the record, but the deal fell through.","This is strictly off the record, but the deal fell through.",mid,idiom,meaning,"{""phone"",""business""}"
1232,phone_email,3,B2-C1,proofread,Always ___ before sending the email.,이메일을 보내기 전에 항상 교정해 보세요.,교정하다,Always proofread before sending the email.,Always proofread before sending the email.,high,single_word,spelling,"{""email"",""composition""}"
1233,phone_email,3,B2-C1,read into it,Don't ___ too much; it's just a reminder.,너무 깊이 생각하지 마세요. 그냥 리마인더예요.,너무 깊이 해석하다,Don't read into it too much; it's just a reminder.,Don't read into it too much; it's just a reminder.,mid,phrasal_verb,meaning,"{""email"",""communication""}"
1234,phone_email,3,B2-C1,get straight to the point,I'll ___ in this email.,이 이메일에서 바로 핵심을 말씀드릴게요.,바로 요점을 말하다,I'll get straight to the point in this email.,I'll get straight to the point in this email.,high,sentence_frame,usage,"{""email"",""communication""}"
1235,phone_email,3,B2-C1,take action,Please ___ on this email by Friday.,이 이메일에 대해 금요일까지 조치해 주세요.,조치를 취하다,Please take action on this email by Friday.,Please take action on this email by Friday.,high,collocation,usage,"{""email"",""business""}"
1236,phone_email,3,B2-C1,set the record straight,I need to ___ on this issue.,이 문제에 대해 사실을 명확히 해야 해요.,사실을 명확히 하다,I need to set the record straight on this issue.,I need to set the record straight on this issue.,mid,idiom,meaning,"{""email"",""communication""}"
1237,phone_email,3,B2-C1,piggyback on,Let me ___ James's email to add context.,맥락을 추가하려고 제임스의 이메일에 덧붙일게요.,~에 덧붙이다,Let me piggyback on James's email to add context.,Let me piggyback on James's email to add context.,mid,phrasal_verb,meaning,"{""email"",""work""}"
1238,phone_email,3,B2-C1,above the fold,Put the key info ___ in your email.,이메일에서 핵심 정보를 스크롤 없이 보이는 위치에 두세요.,스크롤 없이 보이는 영역에,Put the key info above the fold in your email.,Put the key info above the fold in your email.,low,idiom,meaning,"{""email"",""composition""}"
1239,phone_email,3,B2-C1,catch up on,I need to ___ all the emails I missed.,놓친 이메일을 모두 따라잡아야 해요.,따라잡다,I need to catch up on all the emails I missed.,I need to catch up on all the emails I missed.,high,phrasal_verb,usage,"{""email"",""work""}"
1240,phone_email,3,B2-C1,a point of contact,She'll be ___ for this project.,그녀가 이 프로젝트의 담당 창구예요.,담당 연락 창구,She'll be a point of contact for this project.,She'll be a point of contact for this project.,high,collocation,usage,"{""business"",""email""}"
1241,phone_email,3,B2-C1,lay out,Let me ___ the issue in this email.,이 이메일에서 문제를 명확히 설명할게요.,명확히 설명하다,Let me lay out the issue in this email.,Let me lay out the issue in this email.,high,phrasal_verb,usage,"{""email"",""communication""}"
1242,phone_email,3,B2-C1,bring up,I need to ___ this on our next call.,다음 통화 때 이 문제를 꺼내야 해요.,"꺼내다, 언급하다",I need to bring up this on our next call.,I need to bring up this on our next call.,high,phrasal_verb,usage,"{""phone"",""work""}"
1243,phone_email,3,B2-C1,drill down into,We can ___ the details on the call.,통화로 세부 내용을 깊이 파고들 수 있어요.,깊이 파고들다,We can drill down into the details on the call.,We can drill down into the details on the call.,mid,phrasal_verb,meaning,"{""phone"",""business""}"
1244,phone_email,3,B2-C1,digest the email,Give me a moment to ___.,이메일 내용을 소화할 시간을 주세요.,이메일 내용을 파악하다,Give me a moment to digest the email.,Give me a moment to digest the email.,mid,collocation,usage,"{""email"",""communication""}"
1245,phone_email,3,B2-C1,unsubscribe rate,Our ___ went up after that campaign.,그 캠페인 후 수신 거부율이 올라갔어요.,수신 거부율,Our unsubscribe rate went up after that campaign.,Our unsubscribe rate went up after that campaign.,low,collocation,meaning,"{""email"",""business""}"
1246,phone_email,3,B2-C1,put a call out,Let me ___ to the whole team.,전 팀원에게 공지를 보낼게요.,공지하다,Let me put a call out to the whole team.,Let me put a call out to the whole team.,mid,collocation,usage,"{""email"",""work""}"
1247,phone_email,3,B2-C1,navigate to,Please ___ the link in my email.,이메일의 링크로 이동해 주세요.,~로 이동하다,Please navigate to the link in my email.,Please navigate to the link in my email.,mid,phrasal_verb,usage,"{""email"",""digital""}"
1248,phone_email,3,B2-C1,close the loop,Let's ___ on this before Friday.,금요일 전에 이 건을 마무리합시다.,마무리 짓다,Let's close the loop on this before Friday.,Let's close the loop on this before Friday.,high,idiom,meaning,"{""email"",""business""}"
1249,phone_email,3,B2-C1,pick up the thread,I'll ___ from where we left off.,우리가 멈춘 곳부터 다시 이어갈게요.,중단된 것을 이어가다,I'll pick up the thread from where we left off.,I'll pick up the thread from where we left off.,mid,idiom,meaning,"{""email"",""communication""}"
1250,phone_email,3,B2-C1,ring a bell,Does that email address ___?,그 이메일 주소가 기억나세요?,기억이 나다,Does that email address ring a bell?,Does that email address ring a bell?,high,idiom,meaning,"{""email"",""casual""}"
1251,phone_email,3,B2-C1,connect the dots,Read through the email chain to ___.,이메일 체인을 읽어서 맥락을 파악해 보세요.,맥락을 파악하다,Read through the email chain to connect the dots.,Read through the email chain to connect the dots.,mid,idiom,meaning,"{""email"",""communication""}"
1252,phone_email,3,B2-C1,pending your approval,This proposal is ___.,이 제안은 귀하의 승인을 기다리고 있습니다.,승인을 기다리는,This proposal is pending your approval.,This proposal is pending your approval.,high,sentence_frame,usage,"{""email"",""business""}"
1253,phone_email,3,B2-C1,fallen through the cracks,That message must have ___.,그 메시지가 놓쳐진 것 같아요.,놓쳐졌다,That message must have fallen through the cracks.,That message must have fallen through the cracks.,mid,idiom,meaning,"{""email"",""work""}"
1254,phone_email,3,B2-C1,open communication,We need to keep ___ going forward.,앞으로 열린 소통을 유지해야 해요.,열린 소통,We need to keep open communication going forward.,We need to keep open communication going forward.,mid,collocation,usage,"{""communication"",""work""}"
1255,phone_email,3,B2-C1,tailor your message,Please ___ to the audience.,받는 사람에 맞게 메시지를 조정해 주세요.,메시지를 맞춤화하다,Please tailor your message to the audience.,Please tailor your message to the audience.,mid,collocation,usage,"{""email"",""communication""}"
1256,phone_email,3,B2-C1,soft bounce,The email had a ___ because the inbox was full.,받은 편지함이 가득 찼서 이메일이 일시 반송됐어요.,일시 반송,The email had a soft bounce because the inbox was full.,The email had a soft bounce because the inbox was full.,low,collocation,meaning,"{""email"",""technical""}"
1257,phone_email,3,B2-C1,on the same wavelength,I want to make sure we're ___ on this.,이 건에서 서로 같은 이해를 하고 있는지 확인하고 싶어요.,서로 통하는,I want to make sure we're on the same wavelength on this.,I want to make sure we're on the same wavelength on this.,mid,idiom,meaning,"{""communication"",""work""}"
1258,phone_email,3,B2-C1,address the elephant in the room,We need to ___ on this call.,이번 통화에서 외면해왔던 문제를 짚어야 해요.,외면해왔던 문제를 직접 언급하다,We need to address the elephant in the room on this call.,We need to address the elephant in the room on this call.,mid,idiom,meaning,"{""phone"",""communication""}"
1259,phone_email,3,B2-C1,wrap up,Let's ___ the call in five minutes.,5분 안에 통화를 마무리합시다.,마무리하다,Let's wrap up the call in five minutes.,Let's wrap up the call in five minutes.,high,phrasal_verb,usage,"{""phone"",""meeting""}"
1260,phone_email,3,B2-C1,For the record,"___, I sent that email last Friday.","공식적으로 말씀드리자면, 지난 금요일에 그 이메일을 보냈어요.",공식적으로 말하자면,"For the record, I sent that email last Friday.","For the record, I sent that email last Friday.",high,sentence_frame,usage,"{""email"",""business""}"
1261,emotion,1,A1-A2,happy,I'm so ___ to see you.,널 봐서 정말 기뻐.,행복한,I'm so happy to see you.,I'm so happy to see you.,high,single_word,spelling,"{""emotion"",""greeting""}"
1262,emotion,1,A1-A2,tired,I feel really ___ today.,오늘 정말 피곤해.,피곤한,I feel really tired today.,I feel really tired today.,high,single_word,spelling,"{""emotion"",""daily""}"
1263,emotion,1,A1-A2,think,What do you ___?,어떻게 생각해?,생각하다,What do you think?,What do you think?,high,single_word,usage,"{""opinion"",""conversation""}"
1264,emotion,1,A1-A2,agree,I ___ with you.,네 말에 동의해.,동의하다,I agree with you.,I agree with you.,high,single_word,usage,"{""opinion"",""conversation""}"
1265,emotion,1,A1-A2,sad,She looks a little ___.,그녀는 좀 슬퍼 보여.,슬픈,She looks a little sad.,She looks a little sad.,high,single_word,spelling,"{""emotion"",""conversation""}"
1266,emotion,1,A1-A2,love,I ___ this song.,이 노래 정말 좋아.,아주 좋아하다,I love this song.,I love this song.,high,single_word,usage,"{""emotion"",""daily""}"
1267,emotion,1,A1-A2,sorry,I'm ___ about that.,그건 미안해.,미안한,I'm sorry about that.,I'm sorry about that.,high,single_word,usage,"{""emotion"",""apology""}"
1268,emotion,1,A1-A2,angry,Please don't be ___.,화내지 마.,화난,Please don't be angry.,Please don't be angry.,high,single_word,spelling,"{""emotion"",""conflict""}"
1269,emotion,1,A1-A2,scared,I'm a little ___ of dogs.,난 개가 좀 무서워.,무서워하는,I'm a little scared of dogs.,I'm a little scared of dogs.,high,single_word,spelling,"{""emotion"",""daily""}"
1270,emotion,1,A1-A2,excited,I'm so ___ for the trip.,여행이 너무 기대돼.,신난,I'm so excited for the trip.,I'm so excited for the trip.,high,single_word,spelling,"{""emotion"",""travel""}"
1271,emotion,1,A1-A2,worried,I'm ___ about the test.,시험이 걱정돼.,걱정하는,I'm worried about the test.,I'm worried about the test.,high,single_word,spelling,"{""emotion"",""daily""}"
1272,emotion,1,A1-A2,glad,I'm ___ you came.,네가 와서 기뻐.,기쁜,I'm glad you came.,I'm glad you came.,high,single_word,spelling,"{""emotion"",""social""}"
1273,emotion,1,A1-A2,bored,I'm so ___ right now.,지금 너무 지루해.,지루한,I'm so bored right now.,I'm so bored right now.,high,single_word,spelling,"{""emotion"",""daily""}"
1274,emotion,1,A1-A2,hope,I ___ you feel better.,네가 나아지길 바라.,바라다,I hope you feel better.,I hope you feel better.,high,single_word,usage,"{""emotion"",""health""}"
1275,emotion,1,A1-A2,nervous,I'm ___ about the interview.,면접 때문에 긴장돼.,긴장한,I'm nervous about the interview.,I'm nervous about the interview.,high,single_word,spelling,"{""emotion"",""work""}"
1276,emotion,1,A1-A2,like,I ___ this idea.,이 아이디어 마음에 들어.,좋아하다,I like this idea.,I like this idea.,high,single_word,usage,"{""opinion"",""work""}"
